order_id,order_date,ship_date,customer_name,country,city,state,category,product_name,sales,quantity,profit,year,month
CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,United States,Los Angeles,California,Paper,Xerox 1943,146.73,3,68.9631,2012,11
CA-2012-135545,24-11-2012,30-11-2012,Kunst Miller,United States,Los Angeles,California,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,22.3328,2012,11
CA-2011-106376,05-12-2011,10-12-2011,Brendan Sweed,United States,Gilbert,Arizona,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,111.3024,2011,12
CA-2011-106376,05-12-2011,10-12-2011,Brendan Sweed,United States,Gilbert,Arizona,Phones,netTALK DUO VoIP Telephone Service,167.968,4,62.988,2011,12
CA-2011-139451,12-10-2011,16-10-2011,Duane Noonan,United States,San Francisco,California,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,4.172,2011,10
CA-2011-139451,12-10-2011,16-10-2011,Duane Noonan,United States,San Francisco,California,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,6.2031,2011,10
CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,United States,Los Angeles,California,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,6.633,2013,9
CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,United States,Los Angeles,California,Phones,Panasonic Kx-TS550,73.584,2,8.2782,2013,9
CA-2013-109806,18-09-2013,23-09-2013,Jim Sink,United States,Los Angeles,California,Paper,Xerox 1995,6.48,1,3.1104,2013,9
US-2014-109484,07-11-2014,13-11-2014,Roger Barcio,United States,Portland,Oregon,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,-3.788,2014,11
CA-2014-157833,18-06-2014,21-06-2014,Katherine Ducich,United States,San Francisco,California,Binders,Trimflex Flexible Post Binders,51.312,3,17.9592,2014,6
US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,United States,Aurora,Colorado,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,-26.8758,2012,11
US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,United States,Aurora,Colorado,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,-3.8385,2012,11
US-2012-156867,13-11-2012,17-11-2012,Lena Cacioppo,United States,Aurora,Colorado,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,-25.8174,2012,11
CA-2012-110457,02-03-2012,06-03-2012,Dave Kipp,United States,Seattle,Washington,Tables,Hon Racetrack Conference Tables,787.53,3,165.3813,2012,3
US-2014-107272,06-11-2014,13-11-2014,Troy Staebel,United States,Phoenix,Arizona,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,-1.8308,2014,11
US-2014-107272,06-11-2014,13-11-2014,Troy Staebel,United States,Phoenix,Arizona,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",243.992,7,30.499,2014,11
US-2013-125969,07-11-2013,11-11-2013,Lindsay Shagiari,United States,Los Angeles,California,Chairs,"Global Task Chair, Black",81.424,2,-9.1602,2013,11
US-2013-125969,07-11-2013,11-11-2013,Lindsay Shagiari,United States,Los Angeles,California,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,26.2416,2013,11
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Paper,Xerox 195,20.04,3,9.6192,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Paper,Xerox 1880,35.44,1,16.6568,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Fasteners,Ideal Clamps,4.02,2,1.9698,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Binders,GBC Wire Binding Strips,76.176,3,26.6616,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Supplies,Fiskars Softgrip Scissors,65.88,6,18.4464,2013,10
CA-2013-145583,14-10-2013,20-10-2013,Lena Creighton,United States,Roseville,California,Furnishings,Longer-Life Soft White Bulbs,43.12,14,20.6976,2013,10
CA-2014-106180,19-09-2014,24-09-2014,Sally Hughsby,United States,San Francisco,California,Art,Newell 343,8.82,3,2.3814,2014,9
CA-2014-106180,19-09-2014,24-09-2014,Sally Hughsby,United States,San Francisco,California,Envelopes,Convenience Packs of Business Envelopes,10.86,3,5.1042,2014,9
CA-2014-106180,19-09-2014,24-09-2014,Sally Hughsby,United States,San Francisco,California,Paper,Xerox 1911,143.7,3,68.976,2014,9
CA-2012-110744,07-09-2012,12-09-2012,Helen Andreada,United States,Pasadena,California,Storage,Safco Industrial Wire Shelving,671.93,7,20.1579,2012,9
CA-2013-158834,14-03-2013,17-03-2013,Tamara Willingham,United States,Scottsdale,Arizona,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,17.766,2013,3
CA-2013-158834,14-03-2013,17-03-2013,Tamara Willingham,United States,Scottsdale,Arizona,Phones,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,203.184,2,15.2388,2013,3
CA-2012-124919,31-05-2012,02-06-2012,Stephanie Phelps,United States,San Jose,California,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.271,2012,5
CA-2012-124919,31-05-2012,02-06-2012,Stephanie Phelps,United States,San Jose,California,Paper,Xerox 1883,105.52,4,48.5392,2012,5
CA-2012-124919,31-05-2012,02-06-2012,Stephanie Phelps,United States,San Jose,California,Storage,"Tenex Personal Project File with Scoop Front Design, Black",80.88,6,21.0288,2012,5
CA-2012-118948,28-05-2012,03-06-2012,Neil Knudson,United States,Seattle,Washington,Art,Newell 311,6.63,3,1.7901,2012,5
CA-2011-104269,01-03-2011,06-03-2011,Dave Brooks,United States,Seattle,Washington,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,51.4764,2011,3
CA-2013-162733,12-05-2013,13-05-2013,Ted Trevino,United States,Los Angeles,California,Paper,Xerox 1920,5.98,1,2.691,2013,5
CA-2013-154508,17-11-2013,21-11-2013,Ruben Dartt,United States,Carlsbad,New Mexico,Envelopes,Staples,28.4,5,13.348,2013,11
CA-2013-113817,08-11-2013,12-11-2013,Max Jones,United States,Seattle,Washington,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,9.688,2013,11
CA-2011-118962,05-08-2011,09-08-2011,Chad Sievert,United States,Los Angeles,California,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6Â” x 11Â”",20.94,3,9.8418,2011,8
CA-2011-118962,05-08-2011,09-08-2011,Chad Sievert,United States,Los Angeles,California,Paper,Xerox 1913,110.96,2,53.2608,2011,8
CA-2011-118962,05-08-2011,09-08-2011,Chad Sievert,United States,Los Angeles,California,Chairs,"Global Value Steno Chair, Gray",340.144,7,21.259,2011,8
CA-2011-123260,26-08-2011,30-08-2011,Frank Merwin,United States,Los Angeles,California,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,22.984,2011,8
CA-2012-131457,31-10-2012,06-11-2012,Mary Zewe,United States,Redlands,California,Envelopes,Poly String Tie Envelopes,14.28,7,6.7116,2012,10
CA-2011-133690,03-08-2011,05-08-2011,Bruce Stewart,United States,Denver,Colorado,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,-161.875,2011,8
CA-2011-133690,03-08-2011,05-08-2011,Bruce Stewart,United States,Denver,Colorado,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",2.6,1,0.2925,2011,8
CA-2014-108329,10-12-2014,15-12-2014,Laurel Elliston,United States,Whittier,California,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,44.4768,2014,12
CA-2013-130162,29-10-2013,02-11-2013,Jonathan Howell,United States,Los Angeles,California,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,26.0568,2013,10
CA-2013-130162,29-10-2013,02-11-2013,Jonathan Howell,United States,Los Angeles,California,Phones,Adtran 1202752G1,302.376,3,22.6782,2013,10
CA-2014-160514,13-11-2014,17-11-2014,David Bremer,United States,Santa Clara,California,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,4.752,2014,11
CA-2013-154739,11-12-2013,16-12-2013,Logan Haushalter,United States,San Francisco,California,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,28.1372,2013,12
CA-2013-145625,12-09-2013,18-09-2013,Kelly Collister,United States,San Diego,California,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,3.5767,2013,9
CA-2013-145625,12-09-2013,18-09-2013,Kelly Collister,United States,San Diego,California,Accessories,LogitechÂ P710e Mobile Speakerphone,3347.37,13,636.0003,2013,9
CA-2012-155040,10-11-2012,15-11-2012,Alan Hwang,United States,Brentwood,California,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,35.156,2012,11
CA-2014-163979,29-12-2014,03-01-2015,Kristen Hastings,United States,San Francisco,California,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,210.4936,2014,12
CA-2012-155334,30-07-2012,31-07-2012,Helen Andreada,United States,San Francisco,California,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,7,92.3692,2012,7
CA-2012-155334,30-07-2012,31-07-2012,Helen Andreada,United States,San Francisco,California,Furnishings,Regeneration Desk Collection,5.28,3,2.3232,2012,7
CA-2012-155334,30-07-2012,31-07-2012,Helen Andreada,United States,San Francisco,California,Binders,Presstex Flexible Ring Binders,10.92,3,4.095,2012,7
CA-2014-118136,17-09-2014,18-09-2014,Barry Blumstein,United States,Inglewood,California,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,4.0572,2014,9
CA-2014-118136,17-09-2014,18-09-2014,Barry Blumstein,United States,Inglewood,California,Art,Newell 330,5.98,1,1.5548,2014,9
CA-2012-130890,02-11-2012,06-11-2012,Jas O'Carroll,United States,Los Angeles,California,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,51.942,2012,11
CA-2012-130883,26-09-2012,02-10-2012,Tracy Blumstein,United States,Portland,Oregon,Paper,Staples,141.76,5,47.844,2012,9
CA-2012-130883,26-09-2012,02-10-2012,Tracy Blumstein,United States,Portland,Oregon,Accessories,Microsoft Arc Touch Mouse,239.8,5,47.96,2012,9
CA-2012-130883,26-09-2012,02-10-2012,Tracy Blumstein,United States,Portland,Oregon,Paper,Xerox 216,31.104,6,10.8864,2012,9
CA-2011-111451,26-12-2011,28-12-2011,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,78.8592,2011,12
CA-2011-111451,26-12-2011,28-12-2011,Kelly Lampkin,United States,Colorado Springs,Colorado,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,20.1558,2011,12
CA-2011-111451,26-12-2011,28-12-2011,Kelly Lampkin,United States,Colorado Springs,Colorado,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,-24.5646,2011,12
CA-2011-111451,26-12-2011,28-12-2011,Kelly Lampkin,United States,Colorado Springs,Colorado,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,-62.88,2011,12
CA-2011-111451,26-12-2011,28-12-2011,Kelly Lampkin,United States,Colorado Springs,Colorado,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,9.2988,2011,12
CA-2013-142902,13-09-2013,15-09-2013,Ben Peterman,United States,Arvada,Colorado,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,3.5948,2013,9
CA-2013-142902,13-09-2013,15-09-2013,Ben Peterman,United States,Arvada,Colorado,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,52.5114,2013,9
CA-2013-142902,13-09-2013,15-09-2013,Ben Peterman,United States,Arvada,Colorado,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,1.7136,2013,9
CA-2013-142902,13-09-2013,15-09-2013,Ben Peterman,United States,Arvada,Colorado,Labels,Avery 509,6.264,3,2.0358,2013,9
CA-2011-156601,19-09-2011,24-09-2011,Frank Atkinson,United States,Long Beach,California,Fasteners,OIC Binder Clips,7.16,2,3.58,2011,9
CA-2013-162138,24-04-2013,28-04-2013,Grace Kelly,United States,Hesperia,California,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,81.744,2013,4
CA-2013-162138,24-04-2013,28-04-2013,Grace Kelly,United States,Hesperia,California,Accessories,Logitech Wireless Headset h800,99.99,1,34.9965,2013,4
CA-2012-137946,01-09-2012,04-09-2012,Doug Bickford,United States,Los Angeles,California,Binders,Storex Dura Pro Binders,4.752,1,1.6038,2012,9
CA-2012-137946,01-09-2012,04-09-2012,Doug Bickford,United States,Los Angeles,California,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,335.9944,2012,9
CA-2012-137946,01-09-2012,04-09-2012,Doug Bickford,United States,Los Angeles,California,Binders,Avery Non-Stick Binders,14.368,4,4.49,2012,9
CA-2011-129924,12-07-2011,17-07-2011,Alyssa Crouse,United States,San Francisco,California,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,2.7956,2011,7
CA-2011-129924,12-07-2011,17-07-2011,Alyssa Crouse,United States,San Francisco,California,Tables,Hon 5100 Series Wood Tables,698.352,3,-17.4588,2011,7
CA-2012-128167,22-06-2012,26-06-2012,Ken Lonsdale,United States,Layton,Utah,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,2.3312,2012,6
CA-2014-169901,16-06-2014,20-06-2014,Clay Cheatham,United States,San Francisco,California,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,4.7976,2014,6
CA-2011-123344,24-09-2011,29-09-2011,Julia Dunbar,United States,San Francisco,California,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,8.4784,2011,9
US-2011-119137,23-07-2011,27-07-2011,Arthur Gainer,United States,Tucson,Arizona,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,-5.712,2011,7
US-2011-119137,23-07-2011,27-07-2011,Arthur Gainer,United States,Tucson,Arizona,Accessories,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,1023.936,8,179.1888,2011,7
US-2011-119137,23-07-2011,27-07-2011,Arthur Gainer,United States,Tucson,Arizona,Art,Newell 324,9.24,1,0.924,2011,7
US-2011-119137,23-07-2011,27-07-2011,Arthur Gainer,United States,Tucson,Arizona,Accessories,Microsoft Natural Keyboard Elite,479.04,10,-29.94,2011,7
CA-2013-134775,29-10-2013,30-10-2013,Alejandro Savely,United States,San Francisco,California,Paper,Southworth Structures Collection,50.96,7,25.48,2013,10
CA-2013-134775,29-10-2013,30-10-2013,Alejandro Savely,United States,San Francisco,California,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,17.3376,2013,10
US-2011-135972,21-09-2011,23-09-2011,Jack Garza,United States,Des Moines,Washington,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,27.7182,2011,9
US-2011-135972,21-09-2011,23-09-2011,Jack Garza,United States,Des Moines,Washington,Copiers,Canon PC1080F Personal Copier,1799.97,3,701.9883,2011,9
CA-2014-102946,01-07-2014,06-07-2014,Victor Preis,United States,Las Vegas,Nevada,Binders,Tuf-Vin Binders,75.792,3,25.5798,2014,7
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,5,37.7895,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,434.9913,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Message Book, 4 per Page",27.15,5,13.3035,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7,-112.9527,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,1,4.6464,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Labels,Self-Adhesive Removable Labels,28.35,9,13.608,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Paper,Xerox 1908,55.98,1,27.4302,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,13,31.4548,2014,12
CA-2014-117457,09-12-2014,13-12-2014,Keith Herrera,United States,San Francisco,California,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.568,2,-18.4548,2014,12
CA-2014-142636,04-11-2014,08-11-2014,Kimberly Carter,United States,Seattle,Washington,Paper,Xerox 191,139.86,7,65.7342,2014,11
CA-2014-142636,04-11-2014,08-11-2014,Kimberly Carter,United States,Seattle,Washington,Chairs,Global Deluxe Office Fabric Chairs,307.136,4,26.8744,2014,11
CA-2014-122105,25-06-2014,29-06-2014,Caroline Jumper,United States,Huntington Beach,California,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,8,25.8984,2014,6
CA-2013-148796,15-04-2013,19-04-2013,Philip Brown,United States,Los Angeles,California,Chairs,Bevis Steel Folding Chairs,383.8,5,38.38,2013,4
CA-2014-110478,05-03-2014,10-03-2014,Sung Pak,United States,Los Angeles,California,Art,American Pencil,9.32,4,2.7028,2014,3
CA-2014-110478,05-03-2014,10-03-2014,Sung Pak,United States,Los Angeles,California,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,1,7.015,2014,3
CA-2011-142048,22-06-2011,25-06-2011,Joel Eaton,United States,Louisville,Colorado,Accessories,KeyTronicÂ 6101 Series -Â KeyboardÂ - Black,196.752,6,56.5662,2011,6
US-2011-110674,13-02-2011,19-02-2011,Sanjit Chand,United States,Concord,California,Chairs,"Global Geo Office Task Chair, Gray",129.568,2,-24.294,2011,2
CA-2012-109638,15-12-2012,22-12-2012,Joseph Holt,United States,Seattle,Washington,Appliances,3M Office Air Cleaner,103.92,4,36.372,2012,12
CA-2012-109638,15-12-2012,22-12-2012,Joseph Holt,United States,Seattle,Washington,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,377.9622,2012,12
CA-2012-109638,15-12-2012,22-12-2012,Joseph Holt,United States,Seattle,Washington,Binders,Acco D-Ring Binder w/DublLock,51.312,3,18.6006,2012,12
CA-2013-109869,23-04-2013,30-04-2013,Tanja Norvell,United States,Phoenix,Arizona,Furnishings,Eldon Wave Desk Accessories,23.56,5,7.068,2013,4
CA-2013-109869,23-04-2013,30-04-2013,Tanja Norvell,United States,Phoenix,Arizona,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,-814.4832,2013,4
CA-2013-109869,23-04-2013,30-04-2013,Tanja Norvell,United States,Phoenix,Arizona,Binders,Poly Designer Cover & Back,28.485,5,-20.889,2013,4
CA-2013-109869,23-04-2013,30-04-2013,Tanja Norvell,United States,Phoenix,Arizona,Supplies,Premier Electric Letter Opener,185.376,2,-34.758,2013,4
CA-2013-109869,23-04-2013,30-04-2013,Tanja Norvell,United States,Phoenix,Arizona,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,5.8704,2013,4
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Storage,SAFCO Boltless Steel Shelving,340.92,3,3.4092,2011,11
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,10.4784,2011,11
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Phones,Samsung Galaxy Note 3,703.968,4,87.996,2011,11
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,24.9804,2011,11
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,28.819,2011,11
CA-2011-144666,09-11-2011,11-11-2011,Jeremy Pistek,United States,San Francisco,California,Paper,Xerox 1912,94.85,5,45.528,2011,11
CA-2013-103891,13-07-2013,20-07-2013,Kristen Hastings,United States,Los Angeles,California,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,7.182,2013,7
CA-2011-134677,06-10-2011,10-10-2011,Xylona Preis,United States,San Diego,California,Accessories,ImationÂ USB 2.0 SwivelÂ Flash DriveÂ USBÂ flash driveÂ - 4 GB - Pink,9.09,3,1.9089,2011,10
CA-2014-140963,11-06-2014,14-06-2014,Michelle Tran,United States,Los Angeles,California,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,14.8,2014,6
CA-2014-140963,11-06-2014,14-06-2014,Michelle Tran,United States,Los Angeles,California,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,-30.245,2014,6
CA-2014-140963,11-06-2014,14-06-2014,Michelle Tran,United States,Los Angeles,California,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,17.4975,2014,6
CA-2013-169166,10-05-2013,15-05-2013,Sonia Sunley,United States,Seattle,Washington,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.1572,2013,5
CA-2013-126158,26-07-2013,01-08-2013,Sanjit Chand,United States,Costa Mesa,California,Binders,Clear Mylar Reinforcing Strips,119.616,8,40.3704,2013,7
CA-2013-126158,26-07-2013,01-08-2013,Sanjit Chand,United States,Costa Mesa,California,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,81.8432,2013,7
CA-2013-126158,26-07-2013,01-08-2013,Sanjit Chand,United States,Costa Mesa,California,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,18.1176,2013,7
CA-2013-126158,26-07-2013,01-08-2013,Sanjit Chand,United States,Costa Mesa,California,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,22.869,2013,7
US-2013-105578,31-05-2013,05-06-2013,Maribeth Yedwab,United States,Parker,Colorado,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08,2013,5
US-2013-105578,31-05-2013,05-06-2013,Maribeth Yedwab,United States,Parker,Colorado,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,-11.9616,2013,5
US-2013-105578,31-05-2013,05-06-2013,Maribeth Yedwab,United States,Parker,Colorado,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098,2013,5
US-2013-105578,31-05-2013,05-06-2013,Maribeth Yedwab,United States,Parker,Colorado,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,3,-1.9008,2013,5
US-2013-105578,31-05-2013,05-06-2013,Maribeth Yedwab,United States,Parker,Colorado,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,1,11.8871,2013,5
CA-2014-163405,22-12-2014,26-12-2014,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 327,6.63,3,1.7901,2014,12
CA-2014-163405,22-12-2014,26-12-2014,Bradley Nguyen,United States,Los Angeles,California,Art,Newell 317,5.88,2,1.7052,2014,12
CA-2014-127432,23-01-2014,28-01-2014,Alan Dominguez,United States,Great Falls,Montana,Copiers,Canon Image Class D660 Copier,2999.95,5,1379.977,2014,1
CA-2014-127432,23-01-2014,28-01-2014,Alan Dominguez,United States,Great Falls,Montana,Storage,Advantus Rolling Storage Box,51.45,3,13.8915,2014,1
